id,book_id,description,title,language_code,average_rating,ratings_count
3086,25106,"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein The Sandman: Fables and Reflections Fables and Reflections (The Sandman #6)",Fables and Reflections (The Sandman #6),eng,4.45,35930
3087,17199504,"Samantha Shannon The Bone Season The Bone Season (The Bone Season, #1)","The Bone Season (The Bone Season, #1)",eng,3.75,27652
3088,31250,"Charles Dickens, Helen Small, Stephen Wall Little Dorrit Little Dorrit",Little Dorrit,eng,3.97,33997
3089,175004,"Anthony Horowitz Eagle Strike Eagle Strike (Alex Rider, #4)","Eagle Strike (Alex Rider, #4)",,4.11,37051
3090,50833,Jacqueline Susann Valley of the Dolls Valley of the Dolls,Valley of the Dolls,en-US,3.7,25210
3091,12657,James A. Michener The Source The Source,The Source,eng,4.3,31499
3092,4954,Dave Eggers You Shall Know Our Velocity! You Shall Know Our Velocity!,You Shall Know Our Velocity!,eng,3.62,23985
3093,3438000,"Radwa Ashour, رضوى عاشور ثلاثية غرناطة ثلاثية غرناطة",ثلاثية غرناطة,ara,4.29,27568
3094,201126,"Michael Rosen, Helen Oxenbury We're Going on a Bear Hunt We're Going on a Bear Hunt",We're Going on a Bear Hunt,eng,4.27,32869
3095,6339989,"Richelle Mead Vampire Academy Collection Vampire Academy Collection (Vampire Academy, #1-3)","Vampire Academy Collection (Vampire Academy, #1-3)",,4.61,30166
3096,673657,"David Eddings Guardians of the West Guardians of the West (The Malloreon, #1)","Guardians of the West (The Malloreon, #1)",en-US,4.09,37943
3097,7076706,Nora Roberts The Search The Search,The Search,eng,4.11,34973
3098,13147,"James Patterson, Howard Roughan Honeymoon Honeymoon (Honeymoon, #1)","Honeymoon (Honeymoon, #1)",eng,3.81,30756
3099,45252,Peter F. Hamilton Pandora's Star Pandora's Star,Pandora's Star,eng,4.24,28386
3100,322351,Thomas Rockwell How to Eat Fried Worms How to Eat Fried Worms,How to Eat Fried Worms,eng,3.75,37888
3101,269322,"Edgar Allan Poe, Philip Pullman The Raven and Other Poems The Raven and other poems",The Raven and other poems,en-US,4.3,34428
3102,6335026,Heather Gudenkauf The Weight of Silence The Weight of Silence,The Weight of Silence,eng,3.93,33235
3103,22522808,Neil Gaiman Trigger Warning: Short Fictions and Disturbances Trigger Warning: Short Fictions and Disturbances,Trigger Warning: Short Fictions and Disturbances,eng,3.92,29215
3104,106590,David Herbert Donald Lincoln Lincoln,Lincoln,eng,4.17,25995
3105,1811543,"Ilona Andrews Magic Burns Magic Burns (Kate Daniels, #2)","Magic Burns (Kate Daniels, #2)",en-US,4.33,50899
3106,3698,"Graham Greene, Robert  Stone The Quiet American The Quiet American",The Quiet American,eng,3.96,30395
3107,16062211,"Katie Ashley The Proposition The Proposition (The Proposition, #1)","The Proposition (The Proposition, #1)",eng,4.05,43605
3108,6541,"Patricia Cornwell Cause of Death Cause of Death (Kay Scarpetta, #7)","Cause of Death (Kay Scarpetta, #7)",en-US,3.93,35742
3109,77430,Patrick O'Brian Master and Commander Master and Commander,Master and Commander,eng,4.1,31215
3110,969275,"Akira Toriyama 孫悟空と仲間たち Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)","Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)",eng,4.42,27382
3111,89187,Alastair Reynolds Revelation Space Revelation Space,Revelation Space,eng,3.97,30332
3112,7134202,"James Patterson, Maxine Paetro Private Private (Private, #1)","Private (Private, #1)",eng,3.88,31061
3113,8205669,"Janet Evanovich Wicked Appetite Wicked Appetite (Lizzy & Diesel, #1)","Wicked Appetite (Lizzy & Diesel, #1)",en-US,3.77,38918
3114,6054449,"Rachel Renée Russell Tales from a Not-So-Fabulous Life Tales from a Not-So-Fabulous Life (Dork Diaries, #1)","Tales from a Not-So-Fabulous Life (Dork Diaries, #1)",eng,4.16,31712
3115,14384,Kresley Cole A Hunger Like No Other A Hunger Like No Other (Immortals After Dark #2),A Hunger Like No Other (Immortals After Dark #2),eng,4.21,49298
3116,10345927,"Beth Revis A Million Suns  A Million Suns (Across the Universe, #2)","A Million Suns (Across the Universe, #2)",eng,4.04,42620
3117,28251,"Trudi Canavan The High Lord The High Lord (Black Magician Trilogy, #3)","The High Lord (Black Magician Trilogy, #3)",eng,4.15,33784
3118,17383934,Amy Tan The Valley of Amazement The Valley of Amazement,The Valley of Amazement,eng,3.6,27628
3119,3465,"Nicholas Sparks, Micah Sparks Three Weeks with My Brother Three Weeks With My Brother",Three Weeks With My Brother,eng,4.01,32208
3120,24781,Lloyd Alexander The High King  The High King (The Chronicles of Prydain #5),The High King (The Chronicles of Prydain #5),eng,4.26,41448
3121,9462812,"Amy Plum Die for Me Die for Me (Revenants, #1)","Die for Me (Revenants, #1)",eng,4,45756
3122,77295,Anne Morrow Lindbergh Gift from the Sea Gift from the Sea,Gift from the Sea,,4.18,30741
3123,2159,John Perkins Confessions of an Economic Hit Man Confessions of an Economic Hit Man,Confessions of an Economic Hit Man,en-US,3.83,19726
3124,426504,"Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner Ficciones Ficciones",Ficciones,en-US,4.47,28657
3125,37304,"John Sandford Winter Prey Winter Prey (Lucas Davenport, #5)","Winter Prey (Lucas Davenport, #5)",eng,4.24,31336
3126,4625,Ernest Hemingway The Complete Short Stories of Ernest Hemingway The Complete Short Stories,The Complete Short Stories,en-US,4.28,28129
3127,50033,"Ray Bradbury Dandelion Wine Dandelion Wine (Green Town, #1)","Dandelion Wine (Green Town, #1)",eng,4.08,32867
3128,43782,Anne Rice The Mummy The Mummy (Ramses the Damned #1),The Mummy (Ramses the Damned #1),eng,3.81,34795
3129,6570502,"Chip Heath, Dan Heath Switch: How to Change Things When Change Is Hard Switch: How to Change Things When Change Is Hard",Switch: How to Change Things When Change Is Hard,eng,4.02,26820
3130,24228353,Sejal Badani Trail of Broken Wings Trail of Broken Wings,Trail of Broken Wings,eng,3.94,25413
3131,243705,John Fowles The Collector The Collector,The Collector,eng,3.99,32129
3132,183660,Gail Carson Levine Fairest Fairest,Fairest,eng,3.86,50719
3133,9594,Kurt Vonnegut Jr. Timequake Timequake,Timequake,eng,3.71,23562
3134,13540215,Amanda Coplin The Orchardist The Orchardist,The Orchardist,,3.75,30121
3135,17262366,"Bill Bryson One Summer: America 1927 One Summer: America, 1927","One Summer: America, 1927",eng,4.06,27237
3136,41967,Maeve Binchy Evening Class Evening Class,Evening Class,en-GB,3.98,32639
3137,34919,"Terry Brooks The Talismans of Shannara The Talismans of Shannara (Heritage of Shannara, #4)","The Talismans of Shannara (Heritage of Shannara, #4)",eng,4.01,32139
3138,65840,"L.M. Montgomery Anne of Windy Poplars Anne of Windy Poplars (Anne of Green Gables, #4)","Anne of Windy Poplars (Anne of Green Gables, #4)",,4.04,47657
3139,226378,"Mikhail Lermontov, Paul Foote Герой нашего времени A Hero of Our Time",A Hero of Our Time,eng,4.11,29747
3140,9943,Francine Rivers The Atonement Child The Atonement Child,The Atonement Child,en-US,4.26,29250
3141,6862,Ian McEwan Amsterdam Amsterdam,Amsterdam,,3.41,30469
3142,40923,Edmund Morris Theodore Rex Theodore Rex,Theodore Rex,eng,4.16,29474
3143,10222,M.M. Kaye The Far Pavilions The Far Pavilions,The Far Pavilions,en-US,4.2,33348
3144,2211221,"Lee Child Nothing to Lose Nothing to Lose (Jack Reacher, #12)","Nothing to Lose (Jack Reacher, #12)",en-US,3.9,31780
3145,17448960,"Jasinda Wilder Falling Into You Falling into You (Falling, #1)","Falling into You (Falling, #1)",eng,4.04,43246
3146,20819682,Paulo Coelho Adultério Adultery,Adultery,eng,3.01,24797
3147,22443261,"Brandon Sanderson The Rithmatist  The Rithmatist (The Rithmatist, #1)","The Rithmatist (The Rithmatist, #1)",eng,4.25,15977
3148,42172,Donna VanLiere The Christmas Shoes The Christmas Shoes (Christmas Hope #1),The Christmas Shoes (Christmas Hope #1),en-US,4.22,29216
3149,196613,"Rory Freedman, Kim Barnouin Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous! Skinny Bitch",Skinny Bitch,en-US,3.34,26665
3150,12299419,"Kristen Ashley Mystery Man (Dream Man, #1) Mystery Man (Dream Man, #1)","Mystery Man (Dream Man, #1)",eng,4.25,53263
3151,899962,"Margret Rey, H.A. Rey Curious George Goes to the Hospital Curious George Goes to the Hospital",Curious George Goes to the Hospital,eng,4.22,32218
3152,2054761,Alice Schroeder The Snowball: Warren Buffett and the Business of Life The Snowball: Warren Buffett and the Business of Life,The Snowball: Warren Buffett and the Business of Life,eng,4.05,27007
3153,107779,"Julie Garwood The Bride The Bride (Lairds' Fiancées, #1)","The Bride (Lairds' Fiancées, #1)",eng,4.26,39925
3154,2836109,"John Flanagan Erak's Ransom Erak's Ransom (Ranger's Apprentice, #7)","Erak's Ransom (Ranger's Apprentice, #7)",eng,4.31,34286
3155,18114060,Harlan Coben Missing Υou Missing You,Missing You,eng,3.95,24925
3156,11691,"Orhan Pamuk, Maureen Freely Kar Snow",Snow,eng,3.55,27132
3157,6348045,"John Flanagan Halt's Peril Halt's Peril (Ranger's Apprentice, #9)","Halt's Peril (Ranger's Apprentice, #9)",eng,4.38,33782
3158,715834,"Tess Gerritsen The Apprentice The Apprentice (Rizzoli & Isles, #2)","The Apprentice (Rizzoli & Isles, #2)",eng,4.14,32519
3159,1127996,Betty Crocker Betty Crocker's Cookbook Betty Crocker's Cookbook,Betty Crocker's Cookbook,eng,4.25,27892
3160,359410,Gabrielle Zevin Elsewhere Elsewhere,Elsewhere,en-US,3.91,40906
3161,11737271,Harlan Coben Stay Close Stay Close,Stay Close,eng,3.87,29812
3162,13133,"James Patterson, Michael Ledwidge The Quickie The Quickie",The Quickie,eng,3.82,30608
3163,45169,"James Patterson, Michael Ledwidge Step on a Crack Step on a Crack (Michael Bennett, #1)","Step on a Crack (Michael Bennett, #1)",en-US,4,31435
3164,15937108,Holly Goldberg Sloan Counting by 7s Counting by 7s,Counting by 7s,eng,4.16,33097
3165,6421588,"Claudia Gray  Hourglass (Evernight, #3)","Hourglass (Evernight, #3)",eng,3.8,38662
3166,139417,"Laurell K. Hamilton A Kiss of Shadows (Merry Gentry, #1) A Kiss of Shadows (Merry Gentry, #1)","A Kiss of Shadows (Merry Gentry, #1)",eng,4.01,42358
3167,777211,"Vince Flynn Executive Power Executive Power (Mitch Rapp, #6)","Executive Power (Mitch Rapp, #6)",en-US,4.33,28205
3168,6781956,"Nora Roberts, Angela Dawe Savor the Moment Savor the Moment (Bride Quartet, #3)","Savor the Moment (Bride Quartet, #3)",eng,4.13,37877
3169,157076,Richard Connell The Most Dangerous Game The Most Dangerous Game,The Most Dangerous Game,,3.91,31944
3170,954674,Cory Doctorow Little Brother Little Brother,Little Brother,en-US,3.94,36779
3171,136081,"Jeff Lindsay Dearly Devoted Dexter Dearly Devoted Dexter (Dexter, #2)","Dearly Devoted Dexter (Dexter, #2)",eng,3.84,31937
3172,304079,"Jalaluddin Rumi, Coleman Barks Essential Rumi The Essential Rumi",The Essential Rumi,,4.44,26575
3173,22716194,Lisa Genova Inside the O'Briens Inside the O'Briens,Inside the O'Briens,eng,3.98,27221
3174,175983,"Steven Erikson Memories of Ice Memories of Ice (The Malazan Book of the Fallen, #3)","Memories of Ice (The Malazan Book of the Fallen, #3)",eng,4.39,29796
3175,2029927,"Dean Koontz Odd Hours Odd Hours (Odd Thomas, #4)","Odd Hours (Odd Thomas, #4)",eng,3.92,32880
3176,261122,"Rachel Caine The Dead Girls' Dance The Dead Girls' Dance (The Morganville Vampires, #2)","The Dead Girls' Dance (The Morganville Vampires, #2)",eng,4.06,46247
3177,13834,"Tamora Pierce The Realms of the Gods (Immortals, #4) The Realms of the Gods (Immortals, #4)","The Realms of the Gods (Immortals, #4)",en-US,4.32,41233
3178,4922079,"William R. Forstchen One Second After One Second After (After, #1)","One Second After (After, #1)",eng,3.92,26331
3179,385706,"Suzanne Collins Gregor and the Curse of the Warmbloods Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)","Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",eng,4.2,31854
3180,9279177,David Levithan The Lover's Dictionary The Lover's Dictionary,The Lover's Dictionary,en-US,3.89,34771
3181,32525,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya Art Through the Ages  Art Through the Ages ",Art Through the Ages ,eng,3.84,23738
3182,15567,"Terry Brooks The Wishsong of Shannara  The Wishsong of Shannara (The Original Shannara Trilogy, #3)","The Wishsong of Shannara (The Original Shannara Trilogy, #3)",eng,3.97,36303
3183,2498983,Gena Showalter The Darkest Kiss The Darkest Kiss (Lords of the Underworld #2),The Darkest Kiss (Lords of the Underworld #2),eng,4.26,43594
3184,2200877,Sarah Addison Allen The Sugar Queen The Sugar Queen,The Sugar Queen,en-US,3.98,37734
3185,9761771,"Jennifer L. Armentrout Pure Pure (Covenant, #2)","Pure (Covenant, #2)",eng,4.34,44665
3186,126381,Chimamanda Ngozi Adichie Purple Hibiscus Purple Hibiscus,Purple Hibiscus,,4.11,29416
3187,113429,Miranda July No One Belongs Here More Than You No One Belongs Here More Than You,No One Belongs Here More Than You,,3.81,24717
3188,9595620,"Kevin Hearne Hammered Hammered (The Iron Druid Chronicles, #3)","Hammered (The Iron Druid Chronicles, #3)",eng,4.22,33950
3189,14383,Kresley Cole No Rest for the Wicked No Rest for the Wicked (Immortals After Dark #3),No Rest for the Wicked (Immortals After Dark #3),en-CA,4.3,42026
3190,3313418,"Vince Flynn Extreme Measures Extreme Measures (Mitch Rapp, #11)","Extreme Measures (Mitch Rapp, #11)",eng,4.32,32211
3191,23093367,"Brian K. Vaughan, Fiona Staples Saga, Volume Four Saga, Vol. 4 (Saga, #4)","Saga, Vol. 4 (Saga, #4)",eng,4.47,38069
3192,18528454,"Jamie McGuire A Beautiful Wedding A Beautiful Wedding (Beautiful, #2.5)","A Beautiful Wedding (Beautiful, #2.5)",eng,4.08,41359
3193,16071701,Carl Hiaasen Bad Monkey Bad Monkey,Bad Monkey,eng,3.66,27437
3194,16099180,Curtis Sittenfeld Sisterland Sisterland,Sisterland,en-US,3.35,29553
3195,6224826,"Nick Hornby Juliet, Naked Juliet, Naked","Juliet, Naked",en-US,3.48,30200
3196,801178,"Jack Canfield, Mark Victor Hansen Chicken Soup for the Soul Chicken Soup for the Soul",Chicken Soup for the Soul,eng,3.94,28664
3197,7039,"Alexander McCall Smith Tears of the Giraffe Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)","Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",en-GB,3.95,35205
3198,49350,"Michael Connelly The Concrete Blonde The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)","The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)",eng,4.12,30286
3199,13612739,"C.J. Roberts  Seduced in the Dark (The Dark Duet, #2)","Seduced in the Dark (The Dark Duet, #2)",en-GB,4.32,45712
3200,34541,Terry Pratchett Carpe Jugulum Carpe Jugulum (Discworld #23; Witches #6),Carpe Jugulum (Discworld #23; Witches #6),eng,4.12,35605
3201,6388558,Kresley Cole The Warlord Wants Forever The Warlord Wants Forever (Immortals After Dark #1),The Warlord Wants Forever (Immortals After Dark #1),eng,4.09,42767
3202,9601,Kurt Vonnegut Jr. Bluebeard Bluebeard,Bluebeard,en-US,4.02,27011
3203,120253,"Brian Froud, Terry Windling Good Faeries, Bad Faeries Good Faeries/Bad Faeries",Good Faeries/Bad Faeries,en-US,3.88,35068
3204,7726892,Elin Hilderbrand  The Island,The Island,,3.88,29029
3205,550844,"Stephen King, Bernie Wrightson Cycle of the Werewolf Cycle of the Werewolf",Cycle of the Werewolf,eng,3.62,30993
3206,91357,Jane Yolen The Devil's Arithmetic The Devil's Arithmetic,The Devil's Arithmetic,eng,4.04,39419
3207,248787,Alan Weisman The World Without Us The World Without Us,The World Without Us,eng,3.79,28549
3208,239186,"Erik Larson Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History","Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",en-US,4.05,29695
3209,23341607,Elin Hilderbrand The Rumor The Rumor,The Rumor,eng,3.69,22876
3210,18839,Virginia Woolf Orlando: A Biography Orlando,Orlando,en-GB,3.86,32846
3211,2410506,Cecelia Ahern Thanks for the Memories Thanks for the Memories,Thanks for the Memories,eng,3.69,31617
3212,298230,"Anne Brontë, Angeline Goreau Agnes Grey Agnes Grey",Agnes Grey,,3.65,33926
3213,26050,Nora Roberts Angels Fall Angels Fall,Angels Fall,en-US,3.98,34484
3214,6339304,"Vince Flynn Pursuit of Honor Pursuit of Honor (Mitch Rapp, #12)","Pursuit of Honor (Mitch Rapp, #12)",en-US,4.35,27137
3215,2299110,"Sherrilyn Kenyon Acheron (Dark-Hunter, #15) - Part 1 Acheron (Dark-Hunter #14)",Acheron (Dark-Hunter #14),en-US,4.59,44623
3216,6135237,Pat Conroy South of Broad South of Broad,South of Broad,eng,3.78,31640
3217,171102,Ami McKay The Birth House The Birth House,The Birth House,,3.99,29721
3218,3657138,"Lisa McMann Fade Fade (Wake, #2)","Fade (Wake, #2)",eng,3.95,42540
3219,775346,Donna Tartt The Little Friend The Little Friend,The Little Friend,eng,3.43,28978
3220,3165162,"Rick Riordan Percy Jackson and the Olympians Boxed Set Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)","Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",eng,4.58,32496
3221,2133795,"Ingrid Law Savvy Savvy (Savvy, #1)","Savvy (Savvy, #1)",en-US,3.96,37593
3222,4452257,Bill Simmons The Book of Basketball: The NBA According to The Sports Guy The Book of Basketball: The NBA According to The Sports Guy,The Book of Basketball: The NBA According to The Sports Guy,en-US,4.16,24245
3223,13151,"James Patterson London Bridges London Bridges (Alex Cross, #10)","London Bridges (Alex Cross, #10)",en-US,3.92,32455
3224,2750180,عائض القرني لا تحزن لا تحزن,لا تحزن,ara,4.15,18825
3225,634583,"A.P.J. Abdul Kalam, Arun Tiwari Wings of Fire: An Autobiography Wings of Fire: An Autobiography",Wings of Fire: An Autobiography,en-US,4.19,24450
3226,11401915,"L.J. Smith, Kevin Williamson, Julie Plec The Ripper The Ripper (The Vampire Diaries: Stefan's Diaries, #4)","The Ripper (The Vampire Diaries: Stefan's Diaries, #4)",,4.22,27432
3227,13588394,Nate Silver The Signal and the Noise: Why So Many Predictions Fail - But Some Don't The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,eng,3.96,26888
3228,25614492,Ruta Sepetys Salt to the Sea Salt to the Sea,Salt to the Sea,eng,4.36,39406
3229,16319,"Agatha Christie The Body in the Library The Body in the Library (Miss Marple, #3)","The Body in the Library (Miss Marple, #3)",eng,3.85,36188
3230,119,Gary Russell The Lord of the Rings: The Art of The Fellowship of the Ring The Lord of the Rings: The Art of The Fellowship of the Ring,The Lord of the Rings: The Art of The Fellowship of the Ring,en-US,4.59,24340
3231,8379374,"Olivia Cunning Backstage Pass (Sinners on Tour, #1) Backstage Pass (Sinners on Tour, #1)","Backstage Pass (Sinners on Tour, #1)",eng,4.05,50044
3232,189182,"Marjorie Flack, Kurt Wiese The Story About Ping The Story About Ping",The Story About Ping,en-US,4.15,36193
3233,8274537,"Rachel Renée Russell Tales from a Not-So-Popular Party Girl Tales from a Not-So-Popular Party Girl (Dork Diaries, #2)","Tales from a Not-So-Popular Party Girl (Dork Diaries, #2)",,4.28,26210
3234,8252,"Laura Ingalls Wilder, Garth Williams Farmer Boy Farmer Boy (Little House, #3)","Farmer Boy (Little House, #3)",,4.05,39863
3235,7108725,Simon Sinek Start with Why: How Great Leaders Inspire Everyone to Take Action Start with Why: How Great Leaders Inspire Everyone to Take Action,Start with Why: How Great Leaders Inspire Everyone to Take Action,,4.07,32899
3236,17345258,Fannie Flagg The All-Girl Filling Station's Last Reunion The All-Girl Filling Station's Last Reunion,The All-Girl Filling Station's Last Reunion,eng,3.97,26878
3237,25354,Dorothy Allison Bastard Out of Carolina Bastard Out of Carolina,Bastard Out of Carolina,eng,4.09,27358
3238,9464733,Libba Bray Beauty Queens Beauty Queens,Beauty Queens,eng,3.6,39455
3239,4699575,"Daniel Suarez  Daemon Daemon (Daemon, #1)","Daemon (Daemon, #1)",en-US,4.17,18104
3240,4035,Scott Turow The Burden of Proof The Burden of Proof,The Burden of Proof,eng,4.05,29103
3241,22299763,"Leigh Bardugo Crooked Kingdom Crooked Kingdom (Six of Crows, #2)","Crooked Kingdom (Six of Crows, #2)",eng,4.62,44289
3242,758153,"Joy Adamson Born Free: A Lioness of Two Worlds Born Free: A Lioness of Two Worlds (Story of Elsa, #1)","Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",,4.17,28820
3243,333867,"Alfred Bester, Neil Gaiman The Stars My Destination The Stars My Destination",The Stars My Destination,en-US,4.13,29055
3244,24431,"Tamora Pierce  Trickster's Choice (Daughter of the Lioness, #1)","Trickster's Choice (Daughter of the Lioness, #1)",eng,4.27,42252
3245,15839984,"Rosamund Hodge Cruel Beauty Cruel Beauty (Cruel Beauty Universe, #1)","Cruel Beauty (Cruel Beauty Universe, #1)",eng,3.74,45721
3246,11289,"Dan Simmons The Rise of Endymion The Rise of Endymion (Hyperion Cantos, #4)","The Rise of Endymion (Hyperion Cantos, #4)",eng,4.16,30135
3247,3977,"Dan Simmons Endymion Endymion (Hyperion Cantos, #3)","Endymion (Hyperion Cantos, #3)",eng,4.14,30664
3248,920607,Shaun Tan The Arrival The Arrival,The Arrival,eng,4.33,33764
3249,15704486,"Brandon Sanderson Calamity Calamity (The Reckoners, #3)","Calamity (The Reckoners, #3)",eng,4.2,27146
3250,10873,Steve Martin Shopgirl: A Novella Shopgirl,Shopgirl,en-US,3.42,28063
3251,5664022,مصطفى محمود  حوار مع صديقي الملحد,حوار مع صديقي الملحد,ara,3.95,23898
3252,24580,Mark Twain Tom Sawyer & Huckleberry Finn The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,en-US,4.07,30228
3253,15701217,Claire Messud The Woman Upstairs The Woman Upstairs,The Woman Upstairs,eng,3.31,25135
3254,74731,"Christopher Moore The Stupidest Angel: A Heartwarming Tale of Christmas Terror The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)","The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",en-US,3.82,32000
3255,4708,F. Scott Fitzgerald The Beautiful and Damned The Beautiful and Damned,The Beautiful and Damned,,3.75,26597
3256,27037,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler Confessiones Sancti Patris nostri Augustini Confessions",Confessions,,3.88,25674
3257,23602562,Kent Haruf Our Souls at Night Our Souls at Night,Our Souls at Night,,3.96,26249
3258,116012,Nora Roberts Carolina Moon Carolina Moon,Carolina Moon,eng,4.02,33719
3259,16138688,Cathy Marie Buchanan The Painted Girls The Painted Girls,The Painted Girls,eng,3.61,26798
3260,13402447,"Chanda Hahn UnEnchanted UnEnchanted (An Unfortunate Fairy Tale, #1)","UnEnchanted (An Unfortunate Fairy Tale, #1)",eng,3.89,35287
3261,7897478,"Sarah Silverman The Bedwetter: Stories of Courage, Redemption and Pee The Bedwetter: Stories of Courage, Redemption, and Pee","The Bedwetter: Stories of Courage, Redemption, and Pee",eng,3.52,27706
3262,2247142,"Patricia Highsmith The Talented Mr. Ripley The Talented Mr. Ripley (Ripley, #1)","The Talented Mr. Ripley (Ripley, #1)",eng,3.93,16536
3263,8662836,"Simone Elkeles Chain Reaction Chain Reaction (Perfect Chemistry, #3)","Chain Reaction (Perfect Chemistry, #3)",eng,4.12,47773
3264,390711,"James Clavell Noble House Noble House (Asian Saga, #5)","Noble House (Asian Saga, #5)",en-US,4.23,30367
3265,28866,"Christine Feehan Dark Prince Dark Prince (Dark, #1)","Dark Prince (Dark, #1)",eng,4.01,38879
3266,4634266,Masashi Kishimoto NARUTO -ナルト- 巻ノ四十三  NARUTO -ナルト- 巻ノ四十三,NARUTO -ナルト- 巻ノ四十三,jpn,4.57,26364
3267,16131077,Lauren Beukes The Shining Girls The Shining Girls,The Shining Girls,eng,3.49,28006
3268,1128178,Diane Ackerman The Zookeeper's Wife: A War Story The Zookeeper's Wife,The Zookeeper's Wife,eng,3.44,20056
3269,24499258,David Mitchell Slade House Slade House,Slade House,eng,3.82,24898
3270,18170143,Chris Hadfield An Astronaut’s Guide to Life on Earth An Astronaut's Guide to Life on Earth,An Astronaut's Guide to Life on Earth,eng,4.14,25474
3271,2321296,"Melissa Marr Ink Exchange (Wicked Lovely, #2) Ink Exchange (Wicked Lovely, #2)","Ink Exchange (Wicked Lovely, #2)",eng,3.68,48264
3272,6621287,"أحلام مستغانمي, Ahlam Mosteghanemi نسيان كوم com نسيان",com نسيان,ara,3.73,24884
3273,5347,John Grisham Bleachers Bleachers,Bleachers,eng,3.46,27719
3274,206962,Dr. Seuss Hop on Pop Hop On Pop,Hop On Pop,eng,3.95,37324
3275,8,"J.K. Rowling, Mary GrandPré  Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)","Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",eng,4.77,33220
3276,103983,"Anthony Horowitz Skeleton Key Skeleton Key (Alex Rider, #3)","Skeleton Key (Alex Rider, #3)",en-US,4.06,37232
3277,43930,Harlan Coben Gone for Good Gone for Good,Gone for Good,eng,4.1,29777
3278,45101,"Robin Hobb The Mad Ship The Mad Ship (Liveship Traders, #2)","The Mad Ship (Liveship Traders, #2)",en-GB,4.21,30724
3279,722864,"Joanna Cole, Bruce Degen Inside the Human Body Inside the Human Body (The Magic School Bus, #3)","Inside the Human Body (The Magic School Bus, #3)",eng,4.26,30884
3280,126507,"Michael Connelly Lost Light Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)","Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",eng,4.15,29745
3281,20578940,"Holly Black, Cassandra Clare The Iron Trial The Iron Trial (Magisterium, #1)","The Iron Trial (Magisterium, #1)",eng,3.95,33510
3282,12962439,"Daniel Abraham, George R.R. Martin, Tommy Patterson A Game of Thrones - The Graphic Novel Volume 1 A Game of Thrones: The Graphic Novel, Vol. 1","A Game of Thrones: The Graphic Novel, Vol. 1",eng,4.48,25533
3283,7091370,"Candace Bushnell The Carrie Diaries The Carrie Diaries (The Carrie Diaries, #1)","The Carrie Diaries (The Carrie Diaries, #1)",en-US,3.57,30468
3284,5181,Bret Lott Jewel (Oprah's Book Club)  Jewel,Jewel,,3.64,31851
3285,17860199,"Veronica Roth  The World of Divergent: The Path to Allegiant (Divergent, #2.5)","The World of Divergent: The Path to Allegiant (Divergent, #2.5)",eng,3.98,25327
3286,228258,"Tim LaHaye, Jerry B. Jenkins Tribulation Force: The Continuing Drama of Those Left Behind Tribulation Force (Left Behind, #2)","Tribulation Force (Left Behind, #2)",eng,3.94,30592
3287,7015635,Michael Pollan Food Rules Food Rules: An Eater's Manual,Food Rules: An Eater's Manual,en-US,3.99,30577
3288,20316309,خولة حمدي في قلبي أنثى عبرية في قلبي أنثى عبرية,في قلبي أنثى عبرية,ara,4.04,22912
3289,263147,"Ellen Schreiber Vampire Kisses Vampire Kisses (Vampire Kisses, #1)","Vampire Kisses (Vampire Kisses, #1)",en-US,3.69,43323
3290,16044981,"Kristin Hannah Fly Away Fly Away (Firefly Lane, #2)","Fly Away (Firefly Lane, #2)",eng,3.94,27109
